timestamp,x,y,mouse_click,active_window_title
2023-10-06 11:55:22.174555,1442,298,,Anaconda Powershell Prompt
2023-10-06 11:55:22.189213,1492,269,,Anaconda Powershell Prompt
2023-10-06 11:55:22.204390,1528,249,,Anaconda Powershell Prompt
2023-10-06 11:55:22.220195,1568,225,,Anaconda Powershell Prompt
2023-10-06 11:55:22.235520,1616,195,,Anaconda Powershell Prompt
2023-10-06 11:55:22.250730,1669,164,,Anaconda Powershell Prompt
2023-10-06 11:55:22.266338,1730,123,,Anaconda Powershell Prompt
2023-10-06 11:55:22.282334,1778,92,,Anaconda Powershell Prompt
2023-10-06 11:55:22.297701,1832,60,,Anaconda Powershell Prompt
2023-10-06 11:55:22.312659,1884,32,,Anaconda Powershell Prompt
2023-10-06 11:55:22.328567,1919,0,,Anaconda Powershell Prompt
2023-10-06 11:55:22.343907,1919,0,,Anaconda Powershell Prompt
